            opportunity_id            |                    agency_name                     |   category    | opportunity_status |                                                                                                                 opportunity_title                                                                                                                 |                   agency_email_address                    |                                                                                                                                                                                                                                                                                      applicant_types                                                                                                                                                                                                                                                                                      | archive_date | award_ceiling | award_floor | close_date |        created_at         | estimated_total_program_funding | expected_number_of_awards | forecasted_award_date | forecasted_close_date | forecasted_post_date | forecasted_project_start_date |                                                                                                             funding_categories                                                                                                             |                         funding_instruments                         | is_cost_sharing | post_date  |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            summary_description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
 b57a29c3-3637-4b2d-b073-76f1eee1317b | Geological Survey                                  | discretionary | posted             | 2026 National Geological & Geophysical Data Preservation Program                                                                                                                                                                                  | mrussell@usgs.gov                                         | ["state_governments"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | 2026-03-17   |        200000 |        5000 | 2026-02-17 | 2026-01-14T19:00:06+00:00 |                         2000000 |                        35 |                       |                       |                      |                               | ["natural_resources"]                                                                                                                                                                                                                      | ["grant"]                                                           | t               | 2026-01-14 | The USGS National Geological and Geophysical Data Preservation Program (NGGDPP) issues this annual Program Announcement for assistance to support preservation, cataloging of and access to geological and geophysical data and materials for research and education use and address the Department of Interior"s Secretarial priorities. This activity is authorized by Section 351 of the Energy Policy Act of 2005 (Public Law 109-58, Sec. 351) which was amended by the Bipartisan Infrastructure Law (Public Law 117-58). To read the authorization, visit:https://www.usgs.gov/core-science-systems/national-geological-and-geophysical-data-preservation-program/authorizingThe objectives of the Program as outlined in the Acts are to:archive geologic, geophysical, and engineering data, maps, well logs, and samples;provide a national catalog of such archival material; andprovide technical and financial assistance related to the archival material.provide for preservation of samples to track geochemical signatures from critical mineral (as defined in section 7002(a) of the Energy Act of 2020 (30 U.S.C. 1606(a))) ore bodies for use in provenance tracking frameworks.For more information about the NGGDPP, read the "Implementation Plan for the National Geological and Geophysical Data Preservation Program" (2006) which is available at: https://www.usgs.gov/programs/national-geological-and-geophysical-data-preservation-program/implementation-plan.The two NGGDPP FY 2026 Priorities include:1. Priority 1 - Preserve Geoscience Resources Including Digital and Physical Infrastructure Development: preservation of geoscience resources including development and/or improvement of digital and/or physical infrastructure supporting the preservation, archiving, and/or delivery of geological and geophysical data, samples, and/or related historical materials; and2. Priority 2 - Critical Minerals Data Preservation: preservation of geoscience materials and data focused on critical minerals; development of a strategic plan for critical minerals; development of a strategic plan for critical minerals specific to mine waste and mine lands; and submission for analysis of existing geochemical samples relevant to critical minerals assessments.Funded projects require submission of metadata records describing preserved resources in conformance with the NGGDPP metadata schema to ReSciColl to increase discovery, access and reuse by researchers, resource managers, decision-makers, and the public for the benefit of society. Priority 1 projects that are solely physical infrastructure development (construction/remodel) or digital infrastructure (e.g. databases, web services) will not require submission of metadata records. The proposal must describe projects that address the FY 2026 priorities and requirements to complete comprehensive activities to inventory, describe, and preserve specific collections. It is possible for proposed Priority 1 and/or 2 projects to receive reduced or no funding. Preserving USGS assets (e.g. maps, reports, photos etc.) using NGGDPP funds is not allowed; collections proposed for preservation should be owned by your state geological organization. Strong justification and documentation that the data will be made public (e.g., data sharing agreement or transfer of ownership), is required for preserving collections owned by a private or another state entity (for example, state oil and gas commission). Non-allowable expenses under the NGGDPP include preservation of USGS assets, duplicate digitization/conversion of artifacts produced and preserved by other agencies, tuition, computer maintenance or travel to a conference or workshop.
 1a4af941-1fed-4520-ae9c-bab1b3c926c2 | Engineer Research and Development Center           | discretionary | posted             | Depth-Resolved Algal Bloom Mapping at Lake Okeechobee, FL                                                                                                                                                                                         | kisha.m.craig@usace.army.mil                              | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-04-14   |         95500 |           0 | 2026-03-15 | 2026-01-14T20:51:45+00:00 |                           95500 |                         1 |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["cooperative_agreement"]                                           | f               | 2026-01-14 | Effective management of HABs requires extensive, long-term water quality monitoring capable of capturing the complex conditions that lead to bloom formation. Because HAB events are highly unpredictable, it is essential to collect a wide array of water quality parameters across both bloom and non-bloom seasons to identify the intricate combination of environmental triggers involved. In Lake Okeechobee, this need is especially important due to its relatively shallow depth, which creates unique thermal and ecological dynamics that differ substantially from those observed in deeper lakes. These site-specific differences may influence bloom frequency, intensity, and duration, making detailed, sustained monitoring a critical step toward understanding HAB behavior in this system. To address this need, the proposed work will involve several months of intensive water quality data collection in and/or near Lake Okeechobee, extending through the bloom season and including approximately 30 days before and after to capture rapid seasonal transitions. Surface water sampling and subsurface sensor measurements will be supported by HAB ecology and monitoring experts, who will also assist with equipment setup, deployment, and routine maintenance. The newly collected data from Lake Okeechobee will be compared to historical datasets from Clinton Lake in Lawrence, KS, enabling a comparative analysis of HAB triggers across two distinct lake environments. This comparison is expected to provide valuable insights into the site-specific behavior of HABs in Lake Okeechobee and contribute to a broader understanding of bloom dynamics. Ultimately, the objective is to generate the critical information needed to elucidate the environmental drivers of HAB formation in Lake Okeechobee.
 483db5c2-93d9-4625-8cf0-a8054c67734a | Bureau of Democracy Human Rights and Labor         | discretionary | posted             | International Religious Freedom Fund (I-REFF) Emergency Assistance                                                                                                                                                                                |                                                           | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |       4853409 |     4853409 | 2026-03-16 | 2026-01-14T17:24:45+00:00 |                                 |                         1 |                       |                       |                      |                               | ["other"]                                                                                                                                                                                                                                  | ["cooperative_agreement"]                                           | f               | 2026-01-14 | The U.S. Department of State, Bureau of Democracy Human Rights and Labor, Office of International Religious Freedom (IRF) announces an open competition for organizations interested in submitting applications for a program to provide emergency financial assistance to victims of religious persecution and defenders of religious freedom.
 74cd709c-c350-4c08-a6b5-4045632749d6 | National Institutes of Health                      | discretionary | forecasted         | Limited Competition: Biospecimen Banks to support NCI National Clinical Trials Network Biospecimen Banks (NCTN Biobanks) and the NCI Early-Phase and Experimental Clinical Trials Biospecimen Bank (EET Biobank) (U24 Clinical Trial Not Allowed) | NCICDPNOFO@mail.nih.gov                                   | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |               |             |            | 2026-01-13T15:32:57+00:00 |                        19100000 |                         6 | 2027-04-01            | 2026-07-14            | 2026-04-10           | 2027-04-01                    | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-13 | Through this limited competition Notice of Funding Opportunity (NOFO), the National Cancer Institute (NCI) solicits applications to support continuation of the two distinct biospecimen banking resources:The National Clinical Trials Network (NCTN) Biospecimen Banks (NCTN Biobanks) support the NCI-funded NCTN and the Community Oncology Research Program (NCORP), andThe Early-Phase and Experimental Clinical Trials Biospecimen Bank (EET Biobank) support the Experimental Therapeutics Clinical Trials Network (ETCTN) and NCI-supported other early phase and experimental clinical trials.The objective is to maintain these robust national resources for continuing the collection, processing, storage, and distribution of high-quality, clinically annotated human biospecimens. The goal of these resources is to ensure availability of biospecimens from participants in NCI-funded clinical trials focused on treatment, prevention, and cancer control studies to enable translational cancer research. NCTN Biobanks support the biobanking operations of the NCTN funded through the Cancer Therapy Evaluation Program (CTEP) and NCORP funded through the Division of Cancer Prevention (DCP). The clinical trials conducted through NCTN and NCORP enroll thousands of patients with adult and childhood cancers each year. NCTN Biobank operations aim to facilitate hypothesis-driven biomarker development and validation, secondary research studies, and broader scientific discovery. Biospecimens collected through harmonized protocols and long-term follow-up across large multi-site clinical trials provide valuable resources for studying disease mechanisms, therapeutic response, and clinical outcomes in different types of cancers.This NOFO will also support the continuation of the EET Biobank, a dedicated resource with a primary focus on meeting the biospecimen banking needs of the ETCTN and other early-phase and experimental clinical trials involving investigational new drugs (INDs). Biospecimens collected from the early phase clinical trials enable validated biomarker assay development, pharmacokinetic and pharmacodynamic studies, investigation of drug action and resistance mechanisms, improved patient stratification, and broader scientific discovery. Unlike the NCTN Biobank, the EET Biobank bridges basic science and clinical applications that enable acceleration of NCI’s IND development efforts for effective cancer treatments. This is a forecast for a limited competition Notice of Funding Opportunity (NOFO) that will invite application(s) from eligible organizations to apply. Application(s) will be peer-reviewed and only funded if meritorious.Applications are not being solicited at this time. Notice is being provided to allow potential applicants sufficient time to develop meaningful collaborations and responsive projects.
 b5891041-5913-461a-b754-133d9358ac88 | Institute of Museum and Library Services           | discretionary | posted             | Museum Grants for African American History and Culture (2026)                                                                                                                                                                                     | imls-museumgrants@imls.gov                                | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |        500000 |        5000 | 2026-03-13 | 2026-01-13T20:15:57+00:00 |                         6000000 |                        35 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | t               | 2026-01-13 | The Museum Grants for African American History and Culture (AAHC) program builds the capacity of African American museums and supports the growth and development of museum professionals at African American museums. The program supports projects that nurture museum professionals, build institutional capacity, and increase access to museum and archival collections at African American museums and Historically Black Colleges and Universities (HBCUs).
 fbe9738b-8440-4690-a838-9d0f99d9e777 | Naval Supply Systems Command                       | discretionary | posted             | Research Initiatives at the Naval Postgraduate School                                                                                                                                                                                             | christine.jordan@navy.mil                                 | ["public_and_state_institutions_of_higher_education", "nonprofits_non_higher_education_with_501c3", "private_institutions_of_higher_education"]                                                                                                                                                                                                                                                                                                                                                                                                                                           | 2030-02-12   |             0 |           0 | 2030-01-13 | 2026-01-07T19:17:48+00:00 |                        20000000 |                        30 |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["cooperative_agreement", "grant"]                                  | f               | 2026-01-13 | This FOA is intended for proposals related to basic and applied research in the STEM categories, and not related to the development of a specific system or hardware procurement.The proposal submission process has two stages:I. Applicants are encouraged to submit a white paper first to Grants@NPS.edu, ; andII. Applicants must submit a full proposal through Grants.gov (do not submit white papers through Grants.gov, only full proposals)Applicants are encouraged to submit a White Paper in advance of a Full Proposal to minimize the labor and other costs associated with the production of detailed full proposals that have little chance of being selected for funding. Based on an assessment of the white papers, the responsible Research Program Officer will provide informal feedback notification to the prospective awardees to encourage or discourage submission proposals. The Research Program Officer may also, on occasion, provide feedback encouraging re-work to strengthen a proposal. White Papers may be submitted at any time during the open period of this FOA. A separate White Paper is required for each research proposal.
 9a1ca61b-b277-421f-8339-aea3b347e94b | Bureau of Justice Assistance                       | discretionary | posted             | BJA FY25 The Kevin and Avonte Program: Reducing Injury and Death of Missing Individuals with Dementia and Developmental Disabilities                                                                                                              | OJP.ResponseCenter@usdoj.gov                              | ["other", "nonprofits_non_higher_education_without_501c3", "nonprofits_non_higher_education_with_501c3", "public_and_state_institutions_of_higher_education", "state_governments", "special_district_governments", "city_or_township_governments", "county_governments", "federally_recognized_native_american_tribal_governments", "private_institutions_of_higher_education"]                                                                                                                                                                                                           |              |        150000 |           0 | 2026-02-20 | 2026-01-13T16:16:41+00:00 |                                 |                        16 |                       |                       |                      |                               | ["humanities"]                                                                                                                                                                                                                             | ["grant"]                                                           | f               | 2026-01-13 | This funding opportunity seeks to support public safety efforts to reduce deaths and injuries of people living with forms of dementia or developmental disabilities who wander from safe places. The grant program will fund the purchase of tracking technology used to find vulnerable missing persons. It also funds wandering prevention, intervention, and rescue programs. The goal of this grant program is to reduce deaths and injuries with solutions that minimize restrictive interventions, provide a direct link to individuals and families, and impose limits only when essential for a person’s safety and well-being. Please see the Eligible Applicants section for the eligibility criteria.
 b09d00a3-4b76-4540-8fea-9de1543e83c1 | NASA Headquarters                                  | discretionary | posted             | ROSES25: C.12 Foundational Artificial Intelligence for the Moon and Mars                                                                                                                                                                          | HQ-FAIMM@mail.nasa.gov                                    | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-05-28   |               |             | 2026-04-28 | 2026-01-13T16:48:50+00:00 |                                 |                           |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["cooperative_agreement", "grant"]                                  | f               | 2026-01-13 | NOTICE: Amended January 13, 2026: This amendment presents this new program element in ROSES-2025. Neither a Notices of Intent nor Step-1 proposals are requested for this program. Proposals are due April 28, 2026. This synopsis is a generic summary that is posted for each of the many individual "program elements" in NASA’s Research Opportunities in Space and Earth Sciences (ROSES) – 2025 solicitation. For specific information on this particular program element download and read the PDF of the text of this program element by going to Tables 2 or 3 of ROSES at https://solicitation.nasaprs.com/ROSES2025table2 and https://solicitation.nasaprs.com/ROSES2025table3, respectively, click the title of the program element of interest, a hypertext link will take you to a page for that particular program element. On that page, on the right side under "Announcement Documents" the link on the bottom will be to the PDF of the text of the call for proposals. For example, if one were interested in the Solar System Science program (NNH25ZDA001N-SCUBED) one would follow the link to the NSPIRES page for that program element and then to read the text of the call one would click on “C.2 Solar System Science (.pdf)” to download the text of the call. If one wanted to set it into the context of the goals, objectives and know the default rules for all elements within Appendix C, the planetary science division, one might download and read “C.1 Planetary Science Research Program Overview (.pdf)” from that same page. While the letters and numbers are different for each element within ROSES (A.10, B.3, etc.) the basic configuration is always the same, e.g., the letter indicates the Science Division (A is Earth Science, B is Heliophysics etc.) and whatever the letter, #1 is always the division overview. In 2025, most program elements will be set up for application via Grants.gov only if requested at least 30 days in advance of the due date. For more on Grants.gov submissions see Section IV(b)v of the ROSES Summary of Solicitation, that may be found at https://solicitation.nasaprs.com/ROSES2025. The National Aeronautics and Space Administration (NASA) Science Mission Directorate (SMD) released its annual omnibus Research Announcement (NRA), Research Opportunities in Space and Earth Sciences (ROSES) – 2025 (OMB Approval Number 2700-0092, CFDA Number 43.001) on February 21, 2025. In this case "omnibus" means that this NRA has many individual program elements, each with its own due dates and topics. All together these cover the wide range of basic and applied supporting research and technology supported by SMD. Awards will be made as grants, cooperative agreements, or contracts depending on the nature of the work proposed. However, most extramural research awards deriving from ROSES will be grants, and many program elements of ROSES specifically exclude contracts, because contracts would not be appropriate for the nature of the work solicited. Funded Co-Is at government labs will receive inter- or intra-agency transfers. The typical period of performance for an award is three years, but some programs may allow up to five years and others specify shorter periods. In most cases, organizations of every type, Government and private, for profit and not-for-profit, domestic and foreign (with some caveats), may submit proposals without restriction on teaming arrangements. Tables listing the program elements and due dates (Tables 2 and 3), a table that provides a very top level summary of proposal contents (Table 1), and the full text of the ROSES-2025 "Summary of Solicitation", may all be found NSPIRES at https://solicitation.nasaprs.com/ROSES2025. Frequently asked questions for ROSES are posted at http://science.nasa.gov/researchers/sara/faqs. Questions concerning specific program elements should be directed to the point(s) of contact for that particular element, who may be found either at the end of the individual program element in the summary table of key information or on the web list of topics and points of contact at: http://science.nasa.gov/researchers/sara/program-officers-list. General questions concerning ROSES-2025 may be directed to the office of the SMD Deputy Associate Administrator for Research at sara@nasa.gov. Not all program elements are known at the time of the release of ROSES. To be informed of new program elements or amendments to this NRA, proposers may subscribe to: (1) The SMD mailing lists (by logging in at http://nspires.nasaprs.com and checking the appropriate boxes under "Account Management" and "Email Subscriptions"), (2) The ROSES-2025 blog feed for amendments, clarifications, and corrections to at https://science.nasa.gov/researchers/solicitations/roses-2025/, and (3) The ROSES-2025 due date Google calendars (one for each science division). Instructions are at https://science.nasa.gov/researchers/sara/library-and-useful-links (link from the words due date calendar).
 e8738e97-2221-4413-8e31-611fa29862cd | Institute of Museum and Library Services           | discretionary | posted             | Inspire Grants for Small Museums (2026)                                                                                                                                                                                                           | imls-museumgrants@imls.gov                                | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |         75000 |        5000 | 2026-03-13 | 2026-01-13T20:16:56+00:00 |                         3000000 |                        75 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | t               | 2026-01-13 | Inspire Grants for Small Museums (Inspire) is a special initiative of the Museums for America grant program designed to support small museums of all disciplines in project-based efforts to serve the public through educational programs and exhibits, community partnerships, and collections stewardship activities.
 da094a50-1694-4433-b7a7-de0b18afaf21 | NASA Headquarters                                  | discretionary | posted             | ROSES25: F.19 Collaborative Opportunities for Mentorship, Partnership and Academic Success in Science                                                                                                                                             | steven.villanueva@nasa.gov                                | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-04-19   |               |             | 2026-03-20 | 2026-01-13T14:34:46+00:00 |                                 |                           |                       |                       |                      |                               | ["science_technology_and_other_research_and_development"]                                                                                                                                                                                  | ["cooperative_agreement", "grant"]                                  | f               | 2026-01-13 | NOTICE: Amended January 13, 2026. This amendment presents a new program element in ROSES-2025. Notices of Intent are not requested. Proposals are due by March 20, 2026. This synopsis is a generic summary that is posted for each of the many individual "program elements" in NASA’s Research Opportunities in Space and Earth Sciences (ROSES) – 2025 solicitation. For specific information on this particular program element download and read the PDF of the text of this program element by going to Tables 2 or 3 of ROSES at https://solicitation.nasaprs.com/ROSES2025table2 and https://solicitation.nasaprs.com/ROSES2025table3, respectively, click the title of the program element of interest, a hypertext link will take you to a page for that particular program element. On that page, on the right side under "Announcement Documents" the link on the bottom will be to the PDF of the text of the call for proposals. For example, if one were interested in the Solar System Science program (NNH25ZDA001N-SCUBED) one would follow the link to the NSPIRES page for that program element and then to read the text of the call one would click on “C.2 Solar System Science (.pdf)” to download the text of the call. If one wanted to set it into the context of the goals, objectives and know the default rules for all elements within Appendix C, the planetary science division, one might download and read “C.1 Planetary Science Research Program Overview (.pdf)” from that same page. While the letters and numbers are different for each element within ROSES (A.10, B.3, etc.) the basic configuration is always the same, e.g., the letter indicates the Science Division (A is Earth Science, B is Heliophysics etc.) and whatever the letter, #1 is always the division overview. In 2025, most program elements will be set up for application via Grants.gov only if requested at least 30 days in advance of the due date. For more on Grants.gov submissions see Section IV(b)v of the ROSES Summary of Solicitation, that may be found at https://solicitation.nasaprs.com/ROSES2025. The National Aeronautics and Space Administration (NASA) Science Mission Directorate (SMD) released its annual omnibus Research Announcement (NRA), Research Opportunities in Space and Earth Sciences (ROSES) – 2025 (OMB Approval Number 2700-0092, CFDA Number 43.001) on February 21, 2025. In this case "omnibus" means that this NRA has many individual program elements, each with its own due dates and topics. All together these cover the wide range of basic and applied supporting research and technology supported by SMD. Awards will be made as grants, cooperative agreements, or contracts depending on the nature of the work proposed. However, most extramural research awards deriving from ROSES will be grants, and many program elements of ROSES specifically exclude contracts, because contracts would not be appropriate for the nature of the work solicited. Funded Co-Is at government labs will receive inter- or intra-agency transfers. The typical period of performance for an award is three years, but some programs may allow up to five years and others specify shorter periods. In most cases, organizations of every type, Government and private, for profit and not-for-profit, domestic and foreign (with some caveats), may submit proposals without restriction on teaming arrangements. Tables listing the program elements and due dates (Tables 2 and 3), a table that provides a very top level summary of proposal contents (Table 1), and the full text of the ROSES-2025 "Summary of Solicitation", may all be found NSPIRES at https://solicitation.nasaprs.com/ROSES2025. Frequently asked questions for ROSES are posted at http://science.nasa.gov/researchers/sara/faqs. Questions concerning specific program elements should be directed to the point(s) of contact for that particular element, who may be found either at the end of the individual program element in the summary table of key information or on the web list of topics and points of contact at: http://science.nasa.gov/researchers/sara/program-officers-list. General questions concerning ROSES-2025 may be directed to the office of the SMD Deputy Associate Administrator for Research at sara@nasa.gov. Not all program elements are known at the time of the release of ROSES. To be informed of new program elements or amendments to this NRA, proposers may subscribe to: (1) The SMD mailing lists (by logging in at http://nspires.nasaprs.com and checking the appropriate boxes under "Account Management" and "Email Subscriptions"), (2) The ROSES-2025 blog feed for amendments, clarifications, and corrections to at https://science.nasa.gov/researchers/solicitations/roses-2025/, and (3) The ROSES-2025 due date Google calendars (one for each science division). Instructions are at https://science.nasa.gov/researchers/sara/library-and-useful-links (link from the words due date calendar).
 aee0c555-32f1-494d-bc05-393b5057b788 | Institute of Museum and Library Services           | discretionary | posted             | 21st Century Museum Professionals Program (2026)                                                                                                                                                                                                  | imls-museumgrants@imls.gov                                | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 |              |        500000 |      100000 | 2026-03-13 | 2026-01-13T20:14:14+00:00 |                         2000000 |                         8 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | t               | 2026-01-13 | The 21st Century Museum Professional (21MP) grant program supports projects that build career pathways, strengthen professional networks, and identify and share effective workforce education and training practices in the museum field.
 d1e94bbe-5310-4e3f-950e-08b8b80d52b3 | Bureau of Justice Assistance                       | discretionary | posted             | BJA FY25 Preventing Violence Against Law Enforcement Officers and Ensuring Officer Resilience and Survivability (VALOR) Initiative                                                                                                                | OJP.ResponseCenter@usdoj.gov                              | ["nonprofits_non_higher_education_with_501c3", "nonprofits_non_higher_education_without_501c3", "for_profit_organizations_other_than_small_businesses", "small_businesses"]                                                                                                                                                                                                                                                                                                                                                                                                               |              |       6000000 |           0 | 2026-02-05 | 2026-01-13T14:37:42+00:00 |                                 |                         2 |                       |                       |                      |                               | ["law_justice_and_legal_services"]                                                                                                                                                                                                         | ["cooperative_agreement"]                                           | f               | 2026-01-13 | This funding opportunity seeks to improve the immediate and long-term safety, wellness, and resilience of our nation’s law enforcement by identifying and addressing officer safety and wellness needs and gaps. This includes delivering no-cost training and resources and providing customized assistance directly to law enforcement officers and their agencies. The use of the terms “officer(s)” and “law enforcement” within this NOFO refers to all law enforcement professionals to include officers, deputies, and troopers. Through the VALOR Initiative, officers and agencies are given skills and tools to improve safety and wellness allowing officers to be better equipped to fight crime and violence and keep their communities safe. Please see the Eligible Applicants section for the eligibility criteria.
 c97a8108-5936-4c0b-8697-e643ee8b4472 | Substance Abuse and Mental Health Services Adminis | discretionary | posted             | FY2026 Cooperative Agreement for 988 Suicide & Crisis Lifeline Administrator                                                                                                                                                                      | NOFOBudget.CMHS@samhsa.hhs.gov                            | ["other"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | 2026-03-29   |     231482876 |           0 | 2026-02-27 | 2026-01-13T18:44:54+00:00 |                       231482876 |                         1 |                       |                       |                      |                               | ["health"]                                                                                                                                                                                                                                 | ["cooperative_agreement"]                                           | f               | 2026-01-13 | The purpose of this program is to serve as the 988 Lifeline Administrator and manage, enhance, and strengthen the 988 Lifeline. The 988 Lifeline Administrator will maintain a robust network of crisis contact centers, implement, and oversee the national standards of care and quality to ensure that everyone who contacts the 988 Lifeline receives access to skilled, caring, culturally competent crisis counselors.
 a1b1d69a-68f7-450a-8f7b-f183db3e06d2 | Institute of Museum and Library Services           | discretionary | posted             | Native American Library Services Basic Grant (2026)                                                                                                                                                                                               | imls-librarygrants@imls.gov                               | ["federally_recognized_native_american_tribal_governments"]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               |              |         10000 |        6000 | 2026-03-13 | 2026-01-13T20:12:08+00:00 |                         1700000 |                       170 |                       |                       |                      |                               | ["arts", "humanities"]                                                                                                                                                                                                                     | ["grant"]                                                           | f               | 2026-01-13 | The Native American Basic Grants (NAB) program assists eligible Native Communities in establishing, sustaining, and improving library services and operations with their communities. As information needs change, Tribal libraries must be able to serve as knowledge and resource centers to benefit their users and the wellness of their communities. The NAB program supports Native Communities across the country to address their individual information needs and priorities.
